#otu,P1-1,P1-2,P1-3,P2-1,P2-2,P2-3,P3-1,P3-2,P3-3
631a1f418f647dfb9a0bffbd2ea35bb1,0,0,127,0,0,0,0,0,0
0c9a336eae5f02465d56633c9a4e30be,0,0,0,0,0,0,0,0,127
13760c0f547454173eba0db1756f6188,0,0,0,0,126,0,0,0,0
e508c71da7bb07df8b0145133d32c14d,0,0,0,0,125,0,0,0,0
c361fe1a09ed05cd0a9125f078f60d99,0,124,0,0,0,0,0,0,0
cefefa3407828c1254f3e2feffdbf083,0,0,0,0,0,0,0,0,121
46afa046acb5327e0bc7ac3207529402,0,0,119,0,0,0,0,0,0
31ebf8827a2d3acec814500cde6c95cf,0,0,0,0,112,0,0,0,0
a88b32dbc407ad6d6c5f0fb5f0575ba6,0,111,0,0,0,0,0,0,0
683788de770cbe64656a773f01f9437a,0,0,111,0,0,0,0,0,0
3d3d796bc02ab2cb72d461de0b59d480,0,0,0,110,0,0,0,0,0
d5cd7d8650b4149097ec7a5f926d2a20,0,0,0,0,110,0,0,0,0
020ab9e7131d30cd88369d14784eccc8,0,109,0,0,0,0,0,0,0
ac7fec89e8a32ed84f7005dce39d8c67,0,108,0,0,0,0,0,0,0
4e3356e6d8cff1bcd33c6417ecedfb93,32,108,0,53,0,0,0,0,0
907afabab307adf87ca451d7c96e96ee,0,36,108,108,66,0,0,0,0
82f92abb26ecd03415d03a921e3ef5c4,0,0,0,0,0,0,0,0,108
1a2163c3709197e8a2dfce3b6a7b81b1,0,107,0,0,0,0,0,0,0
9373f98d59b4709d3cbf708743c4b3cd,0,0,107,0,0,0,0,0,0
93baaf0235bbd623e564597b846d5522,0,0,0,0,0,107,0,0,0
f0d0c46bb3d95985a550eaf8c2913098,0,106,0,0,0,0,0,0,0
43dd82fae50c04c6039f93c7166447f3,0,105,0,0,0,0,0,0,0
e3a720c1b144a0a8b9fb36bee9606b54,0,104,0,0,0,0,0,0,0
387055d53929f110ecdfd714227c1b52,0,0,0,0,0,0,0,104,0
2633cf04ffab5e2695beb08e80792d3b,103,0,0,0,0,0,0,0,0
188c3c35126f9afd6ea410753c463201,0,0,0,0,101,0,0,0,0
a7abaf72cf4da77f06e2553cc12f1272,0,100,0,0,0,0,0,0,0
f926781a488676fb383f9a47ed8bc3e0,0,0,100,0,0,0,0,0,0
4e0a45a82f47bceca628e65ed820e71f,0,0,0,0,0,100,0,0,0
cc5697ddb61dc44780b4db4a55171976,0,0,99,0,0,0,0,0,0
65f95419571e5fb565538cfec1c3dfe1,0,98,0,0,0,0,0,0,0
15b8c0d4dac448b3dd8c194d9c50eecf,0,0,0,0,98,0,0,0,0
5da3e0d8f3c4f0e74af9bf3646fe341b,0,0,0,0,0,0,0,0,98
3940a038bbcd27e48c0431da8933e469,0,0,97,0,0,0,0,0,0
45ec682e4f62392f120d9951b117f43e,0,0,97,0,0,0,0,0,0
3d94598fd0c91d1741ba41032945090c,0,0,0,0,96,0,0,0,0
88e9872124c91568164f89a5afbebed9,0,0,0,0,0,0,0,95,0
a6dfded99f05df3a29e378354977797e,0,0,0,0,0,24,34,0,95
f1758c7c9cb0a42197af40fea4dd6d55,0,0,0,94,0,0,0,0,0
b5e03d79b0181fcd615f901dc9f2c3ae,0,0,0,0,0,94,0,0,0
2870c39f89195ba0e9d33d1b4753b530,93,0,0,0,0,0,0,0,0
2795d84caf1204e8f1dd4954294cebb1,0,92,0,0,0,0,0,0,0
74bc1d61be5276824a0a360eca49f3f4,91,0,0,0,0,0,0,0,0
295b02bfbe86ee7311772ed143323688,0,77,0,0,55,0,0,91,0
40b243cdc5811b87ddbe129d82cb53f5,0,0,90,0,0,0,0,0,0
a4be2c20d39c052b2051394e810e2c2f,0,0,90,0,0,0,12,0,0
d83e412e954b2b93d5d93c518323e38c,0,0,89,0,0,0,0,0,0
cba9a04cf0a659bfd1754807db1d060d,0,0,0,0,0,89,0,0,0
4f7eb10d57d15e50badfb4fb522ea7a5,0,0,0,0,0,0,89,0,0
71253a1a93f78d06f5ddd85030b86379,0,0,0,0,0,0,0,0,89
4608014ec1c40a48246b6be1cec89970,46,0,0,35,85,0,88,0,0
cfce93ca89c1ff715fc51e30bb3d362b,0,0,87,0,15,0,0,0,0
830ba7fc22cfcc133d5a42420a18d0e0,0,0,86,0,0,0,0,0,0
4ebed3ea378f8f5febf5f82e1dde0652,0,85,0,0,0,0,0,0,0
7dcd503c02f8eb3b113fbcaef28dfe6b,0,0,85,31,0,0,0,0,0
25bdf6fa0fb4c13c71c8481807dffe50,0,0,0,84,0,0,0,0,0
f0d96da0b00f4969e8df006f0c03a91e,0,0,0,0,0,84,0,0,0
5bf6ffd7c6e232d3904ba4ac06f848ab,0,0,0,0,0,0,84,0,0
f68fbb5ef1647ac530fae1b7e9c74b31,0,0,0,0,0,0,0,0,83
58c54431def7e9fc93d6f7e2143b5a01,0,0,82,0,0,0,0,0,0
971b5fd34fa38181b83eb1af4f686993,0,0,0,0,82,0,0,0,0
e2b14178469d67f3c2c3b4caede7ac9a,80,0,0,0,0,0,0,0,0
f7c9bc33f26faee7f11a66649452faa4,45,80,65,0,49,0,0,0,0
0195eec3777ee2194e02f00d5437dd17,0,80,15,0,0,0,0,0,0
d6759d90759337daf0895419a242d171,0,0,80,0,0,0,0,0,0
6eec775070a72e00638fd234355b370d,0,0,0,0,80,0,0,0,0
09cfb1ca43f07dc6201545d6db0a508f,0,0,0,0,0,0,0,0,80
d6b98e18d4a544572da85d9059fffdf6,0,79,0,0,0,0,0,0,0
6eaad6bbc805da5f47df63d63041d67d,0,79,0,0,0,0,0,0,0
7c1a94de1455eac332036e0f1ab5f19c,0,2,79,0,0,0,32,0,0
c964d4b9901f1a2c79da67670dd3574c,0,0,0,0,0,0,79,0,0
dc1229455176e9b976a4622c821804e9,0,0,0,0,14,0,0,0,79
a9e848720eb5e6c1df666ba033637c24,0,0,0,78,0,0,0,0,0
2668d7b1ec794dceb55fea6a21533987,0,0,77,0,0,0,0,0,0
66e3902fddf164522bde190c7993a50e,0,76,0,0,0,0,0,0,0
5a4ab28bf07261dfef7ef7835bf514f7,0,0,0,0,76,0,0,0,0
3713942a724d1cc84fbadd0b10da9288,0,0,0,0,0,0,0,0,75
062e4faf3eebfa43d34dd00de7e50c99,0,73,0,0,0,0,0,0,0
1b277ccb181833a74f5b6e2251ac9aaf,0,0,0,73,0,0,0,0,0
b65bb8bb7d35bec45d8121e1d4fb7021,0,0,0,0,0,0,0,0,73
6553b0858ee96d05bb9307c18cc8b977,0,0,0,0,0,0,0,0,73
945f898bb92891c859e1808cbf5646df,0,0,0,0,0,0,0,0,72
4dbff56375dfeedff04fb57d1e44d2a3,0,71,0,0,0,0,38,0,0
a689d0ee2ef1a8bf7d21556a08c99dcd,0,71,0,0,0,0,0,0,0
70d2a988c0578331fa17d818276805d2,0,0,0,0,0,0,0,0,71
1877ac546aaa95d531e75bdf6fef2233,0,0,0,0,0,0,70,0,0
b5d94b1ac067fe5ecc2b222d4c386df7,0,0,0,0,0,0,0,70,0
8bc4708c774fd508d894e773b65574f8,0,0,0,0,0,0,0,0,70
2f09ce5ab4ef74bc9977610abac4587c,0,0,0,0,0,0,0,0,70
5104cda31e914ab83c25bd0e403c3c03,69,0,0,0,0,0,0,0,0
57fdff86f11b0309b288c30f71ffd2cb,69,0,0,0,0,0,0,0,0
869ede7f416863acebab91177efbadea,0,0,0,0,0,0,69,0,0
7f9340255a41f6e183abe096f061b3d5,0,0,0,0,0,0,0,0,69
d342d6d715878bd574abc1517a3749a3,0,0,0,0,0,0,0,0,69
76067ef55ec13e0f810dcbdae370a6ef,0,0,68,0,0,0,0,0,0
da5d38815ac9ec831e0ab577661bfd9e,0,0,0,0,0,0,68,0,0
e5964954e2c0e2740bf1e584a9e731f7,0,0,0,0,0,0,0,68,0
066c12c9c7292f1539b73417a336e66c,67,0,0,0,0,0,0,0,0
9b026a91ac1b8f6dc8bc656a4f21a6ca,0,66,0,0,0,0,0,0,0
451d35eb8fe956c6b7dab73ec7a26b80,0,66,0,0,0,0,0,0,0
378f1e322578b2d4ae4ebf9ae50b2705,0,0,0,0,0,0,66,0,0
774f5abf7157da7fd992080e61c25629,0,0,0,0,0,0,0,0,66
2b7d05c17a641cfbbd2cec1c49391f79,0,0,0,0,0,0,0,0,66
8e4d0121626304807f3d5efbd6d5afa8,65,0,0,0,0,0,0,0,0
a071bacde7bdfb629847ddfb46bab38e,0,65,0,0,38,0,0,0,0
74043e1f42141f876eeb18056728b5d1,0,0,0,64,0,0,0,0,0
2e78cc3272dcb5e492240a8728ae000e,0,0,0,0,0,0,0,64,0
740ff492066e7d3d249bee609f3e0b66,0,0,0,0,0,0,0,0,64
050fb7e239553873da4d1e6e4dde7fee,0,0,63,0,0,0,0,0,0
2727666f9f18fcda7f85347de8087841,0,0,0,0,0,0,63,0,0
d564cce6d23a226f4319190bca93bc35,0,0,0,0,0,0,0,0,63
1f8d049a36f27715a8302b224a266766,0,62,0,0,0,0,0,0,0
377e1aed3602263bcafef1aeff8a25ca,0,0,62,0,0,0,0,0,0
6ccab0877a5045d7b009984f34480e14,0,0,0,62,0,0,0,0,0
383e81262eb5dd288acefea56f47aa17,0,0,0,62,0,0,0,0,0
02b71ac26b83a505b5f3d316b612498b,0,7,8,0,0,0,62,0,0
2008de66218a0a614cf026338a368733,0,0,0,0,0,0,62,0,0
27ece21f40d0725872d93c2769638d0a,0,0,0,0,0,0,0,0,62
583cc6ce8f5838b96f1efa0bce706373,61,0,0,0,0,0,0,0,0
17c1f6f9839dd6354e437a09d2e74f28,0,61,0,0,0,0,0,0,0
edb881b87d2114159a5036cb18d3680d,0,23,61,0,0,0,0,0,0
5c95bc195aa3bcdc4f05bc593b7331e4,0,0,61,0,0,0,0,0,0
e2e93953c171c01fb9934e55941fe3c9,0,0,61,0,0,0,0,0,0
95d9dcb1977211da7b957e052fc38656,0,0,0,0,0,0,0,61,0
608cc563df9841763cef498d476a4490,0,0,0,0,0,0,0,0,61
5936334ede92bb9ffda1958fa10c95a7,0,60,0,0,0,0,0,0,0
15bafa1a85b8be8ec392b51a9cc1a274,0,7,60,0,0,0,0,0,0
78fe3bca6a81dbcf969a635a154af97a,16,29,60,0,0,0,29,0,0
c991cc279777f849562b554f5d82041e,0,0,0,60,0,0,0,0,0
c1f43ef15597cb1cd8adb3483ae2d457,0,0,0,0,0,0,60,0,0
aa3dd10b075dd90b7a9ddc333c6b2a76,0,0,0,0,0,0,0,0,60
a4ffb6cc634d3e9569a78c51dfe28a57,0,0,0,0,0,0,0,0,60
48c9927aa56640a495e7c3b5ebf48526,0,59,0,0,0,0,0,0,0
e91b08cf5605da9c4df9471ccf08792d,33,0,0,47,0,0,59,0,0
75915e46ff7ed7eb7efe3538bcbec1e0,58,0,0,0,0,0,0,0,0
13506328627c5fae3351a9e7720d4549,0,0,58,0,0,0,0,0,0
a2f5b9816b06100d013e24b972be225d,0,0,0,0,58,0,0,0,0
2a9bd960dea6940a2383efd8ada6b125,0,0,0,0,0,0,58,0,0
93ddb78c05948695529f47326f2ee17d,31,57,0,0,0,0,0,0,0
5bf7457e7dce16f06fd1d0459b530a49,0,57,0,0,0,0,0,0,0
194044f2323106e1ad9ad30b01a7732d,0,0,57,0,0,0,0,0,0
7da7131d78bb769d0789bdd7f216440a,0,0,0,57,0,0,0,0,0
608bf42589bffcfabd3b57f63f66a656,0,0,0,0,0,0,0,0,57
de8e17c3b5655889a1f9579cd13a6a62,0,0,0,0,0,0,0,0,57
5ef60a04a47f836561fc1565b432c574,0,0,56,0,44,0,0,0,0
839e34a3aa5657195e31bac010e3f09e,0,0,56,0,0,0,0,0,0
ce52794a46ab4681be6afb2a585f8c87,0,0,0,56,0,0,0,0,0
4ab55b9c0ac8d651c78aa7a61ff53e63,0,0,0,0,0,0,56,0,0
a93f1928013fa1f7b126d3f7854d7d39,0,0,0,0,0,0,0,56,0
18f5e3e131d8e88d3a3680b6c15b3a25,0,0,0,0,0,0,0,56,0
447bc99f0d02615aab4cdb994ec55453,0,55,0,0,0,0,0,0,0
12de4e53ea22566a392e9c641ef6234d,0,55,0,0,0,0,0,0,0
cd8ff2d0c1eaa3cea9dc14b3b802693e,0,0,0,0,0,0,0,0,55
c37241e0f201f4bcb1d41d2862da9914,0,54,0,0,0,0,0,0,0
f991e4df60638a3ed7f3ca3913cad0d0,0,0,0,0,0,0,0,0,54
8b80162713bf109ab4d41d68937b7b86,53,0,0,0,0,0,0,0,0
a0891bdbcf8bf3d0c586b070ce90997d,0,0,0,53,0,0,0,0,0
4ec57321939a6154797bc8dff973a35e,0,0,0,0,0,0,0,0,53
5a2d27fcc208417aba8088fae9f36672,0,0,0,0,0,0,0,0,53
b5eac1a89f4e71b14c6d47f7c473a20b,0,52,0,0,5,0,0,0,0
8e77dc436d79ab6ccf8b5ce51adef5a2,0,52,0,0,0,0,0,0,0
122770eac3784c7806fbca0c1c1e13ef,0,0,52,0,30,0,0,0,0
78fe012b750a28ea995aededc57d4b60,0,0,0,52,0,0,0,0,0
c4a171d2a28f07aabbc164b389f07b2b,0,0,0,0,0,0,52,0,0
0566ea24aec32e55c955e24931bd5873,0,0,0,0,0,0,0,52,0
8b644ac0ab17b9af30c7704cbc8d731c,0,0,0,0,0,0,0,0,52
78b41796090cfe87943a7104a5324535,51,0,0,0,0,0,0,0,0
7648cdbf97a21fc884782dabb54b2bfa,0,51,34,0,0,0,0,0,0
fd5ac17880f61c7dc746e48083beb867,0,51,0,0,0,0,0,0,0
50ca0fb4a22b1b40d445ff0bbb30e602,0,51,41,0,26,0,0,0,3
d48cc5352118bb63890f63942e9ca375,0,0,0,0,0,0,0,0,51
89fa332923a02233c0df1079a2d9469b,0,50,0,0,0,0,0,0,0
a360906c84d26dfdbcf74b4c9f6d292a,0,0,50,0,0,0,0,0,0
a76ae83afe5ee94fb8ef996b6ce2c243,0,0,50,0,0,0,0,0,0
8b03661d668987e1620b9036e9666142,0,0,0,0,50,0,0,0,0
912ddec5c35df977538b54e62f21be22,0,0,0,0,50,0,0,0,0
f23a00954e60a1c739c78c7ee46d6cce,0,0,49,0,0,0,0,0,0
1b8982227b8ecb8ed6bdbf1f24113161,0,0,0,0,0,0,49,0,0
ec50224afa4bd0e2e90a622329b56610,0,0,0,0,0,0,49,0,0
59e2fb8a7c6ccbfd6e2e83a12cf7d795,0,0,0,0,0,0,49,0,0
0c05c6f51b425bbc2da8e5a88eeb8933,0,0,48,0,0,0,0,0,0
36982b80fe8144d40025da19431a4966,0,0,0,48,0,0,0,0,0
5ab491cef869fe2940e1fe03a8f0f84e,0,0,0,0,0,0,0,0,48
952032926748028394ea777cd8ae5b74,0,0,47,0,0,0,0,0,0
dbdfe39831f3a651434c6223b3da2f28,0,0,47,0,0,0,0,0,0
d1d995ebf3dc208341dad20dc4bfae47,0,0,0,0,0,0,0,47,0
3cc78b684e6a31b9a43194897bad272f,0,0,46,0,0,0,0,0,0
5a53cc3af2e4149bb1978bc9b7d2536d,0,0,0,46,0,0,0,0,0
dc8681d03c68e4040051059baf316ecc,0,0,0,0,46,0,0,0,0
6e365c8eff304154555a423dc2d963e3,0,0,0,0,0,0,0,46,0
976b42ead5c0f51c23f265d6808405ae,0,0,0,0,0,0,0,0,46
301a5358a07b480bb8cb136c615f04ec,0,0,0,0,0,0,0,0,46
fc227d93ff6ab2fbf99f8c5f9d4d112f,0,45,0,0,0,0,0,0,0
6119cc47849fc1bea0c7c1060dd5b85c,0,0,45,0,0,0,0,0,0
87a56b6360a77478a8b4d24c042fdb32,0,0,0,0,45,0,0,0,0
1fdadd1a4cbabf2f49d9f6cd2960f599,0,0,0,0,45,0,0,0,0
6419f1c280008290389884c0b792a824,0,44,0,0,0,0,0,0,0
22467b1011d334341a9474668bf45815,0,0,44,0,0,0,0,0,0
bed85b83cb3834a664d852fc05db3be6,0,0,0,0,0,44,0,0,0
02478273d93eb7617dfbd6f6c469a36c,0,0,0,0,0,0,44,0,0
48a477077254b3c7421f313e976d7ebb,0,0,0,0,0,0,0,0,44
d05447fcb18018e200a63da979f2f264,5,43,26,0,0,0,0,0,0
5d7bd629b1e3990867a1118034559593,0,43,0,0,0,0,0,0,0
838551e757ecccd08d75676004caede3,0,0,43,0,0,0,0,0,0
11319a3802246d6efc684df4ef8edd87,0,0,0,0,43,0,0,0,0
ca0f2a890c518aec252b6e6bc1bbd22a,0,35,0,0,0,0,43,5,0
20a9c45aa629bbffcb32228c35457bb9,42,0,0,0,0,0,0,0,0
9ae551c25bf46645ad8c62db8859914b,0,0,0,42,0,0,0,0,0
0e90d42415320f26b2d5e2fb17f975ad,0,0,0,0,0,42,0,0,0
e667a993f7578bef18f806b8b8da2a0a,0,0,0,0,0,0,42,0,0
f3762a6029a2ed22bbd8d3e896b9e0e0,0,0,0,0,0,0,0,0,42
9c08dc52c9bb8efca32c71b58c3c17ee,0,41,0,0,0,0,0,0,0
aab041c2aa8db7398c289d24a5a6bea6,0,0,0,41,0,0,0,0,0
807b1d543833346327ded8d0e92b9747,0,0,0,0,0,0,6,0,41
bea493af87ba6a940f780b8878da8f08,0,0,40,0,0,0,0,0,0
718a5759eebae6d2c2f94369e6d5e67b,0,0,40,0,0,0,0,0,0
4cac88fadaef7a00c9336721540973ee,0,0,0,0,0,40,0,0,0
e8ebe36fc276daa8dea3d7ea0ebc8b67,0,0,0,0,0,0,0,0,40
cf142db38740ebf3bc5f52851b4f9785,0,39,0,0,0,0,0,0,0
c1ce1346eca28d538d220ed2985127d2,34,0,39,0,0,0,0,21,0
2c4133a3a80ba1430f9d1125e864b74d,0,0,39,0,0,0,0,0,0
e3ae67cf03a331814df9f18edecda3fd,0,0,0,39,0,0,0,0,0
3dd0be998de338d31ec6769ee89f7dd0,38,0,0,0,0,0,0,0,0
e70e2ca790dd99e99bda3fc8b4920d28,38,0,0,16,0,0,0,0,0
8adb6476a2a8898bf450e309cdc7b7e1,0,38,0,0,0,0,0,0,0
b6aea1eeaeb882cc8d825267216043c6,0,38,0,0,0,0,0,0,0
0be5a4f2884a421136dacd31604ed9ab,0,0,38,0,0,0,0,0,0
c2ff094974afdc5c752a9c4188578fbf,0,0,0,0,38,0,0,0,0
a3a4209448c06e8be56361c066f3dd14,0,0,0,0,0,0,0,0,38
6b97dc53d3f37f8cee7080bfb508dbb2,0,0,0,0,0,0,0,0,38
db4fbd8ec8c790e52a547514681875f2,37,0,0,0,0,0,0,0,0
516e4e7f004b4aac3869e95a4a8370e1,0,37,0,0,0,0,0,0,0
9e9c218aae9b62fa07b23e4bf59d809d,0,37,0,0,0,0,0,0,0
5d41d58f385d888e81c8dcabdb1fd1aa,0,0,37,0,0,0,0,0,0
6e65dcaaa3bd47e580a678994b6f0e58,0,0,37,0,0,0,0,0,0
4cd645f41277cddea0597b09ee87fa63,0,0,37,0,0,0,0,0,0
a2a0cb2375c3d35914bc2bc5b24284cd,0,0,37,0,0,0,0,0,0
9bbd5441808e48763ed303c35c3742e5,0,0,0,0,37,0,34,0,0
83d41cdf6cf3deba9cc6be7e924d7cbf,0,0,0,0,0,0,37,0,0
278fb764fb56f40d38d732dfcf969023,0,36,0,0,0,0,0,0,0
a3b4f8240332ee7c1a40cad8ac05b57c,0,36,0,0,0,0,0,0,0
9e4b42e3c981b994d5a8ae3dedaf3212,0,36,0,0,0,0,0,0,0
69db7cfb784c48a4f44ed60f7d5da54b,0,36,0,0,0,0,0,0,0
5a01e4ab769105680934ebc65e2ea644,0,0,36,0,0,0,0,0,0
b948f44940f7916e0c32da4acb6986ec,0,0,36,0,0,0,0,0,0
c2b05779e8254d874a549db89aa66cbe,0,0,36,0,0,0,0,0,0
15387d98b7e69ff86cd82fe8d4f04083,0,0,36,0,0,0,0,0,0
9a590fbdb76fc61949beff65a12567d1,0,0,0,36,0,0,0,0,0
440fa88fa995e9052ea2281bcf7f2a01,0,0,0,36,0,0,0,0,0
49bc754b3a392d500610410649ddc048,0,0,0,0,0,0,36,0,0
4f2ac47b8d814b9b07f6411d5b219861,0,35,0,0,0,0,0,0,0
1bab72cf018fb2a1e6f01cf4c4b18181,0,0,35,0,0,0,0,0,0
e86ea2516bf30eeeb3058f4fd0020468,0,0,35,0,0,0,0,0,0
c7783165caa691355d84e5337c308159,0,0,35,0,0,0,0,0,0
a10a66da489ce673abcd8254fb51dab9,0,0,0,35,0,0,0,0,0
c481f969021255e576118eb1648dc026,0,0,0,0,0,0,0,35,0
6822c0ac54906c47f8133d5a39727cb2,0,0,0,0,0,0,0,0,35
b3bacd9fb5b972b5603d57ad344b02db,34,0,0,0,0,0,0,0,0
1b54c1a0cdf3c180d965477cf2fbceb5,0,34,0,0,12,0,0,0,0
639cf0a0fd5611a1b83c8b2df80aa740,0,0,34,26,0,0,0,33,0
ae975848ae346b9d61ce318005f82213,0,0,34,0,0,0,0,0,0
061ad7bb0e696a8ef50f1db2faad252a,0,0,34,0,0,0,0,0,0
c17f91d2d76be76d176188725fb689a2,0,0,34,0,0,0,0,0,0
8067bb32b397b438a4b3e0037a90ea68,0,0,0,34,0,0,0,0,0
60db68d83959fee2a2c2700d60f17682,0,0,0,34,0,0,0,0,0
be7e6330649622fe91142793a05c9935,0,0,0,0,0,0,0,34,0
b97f1b56d11c2d645bbc062768efa671,0,26,0,0,0,0,0,0,34
e2fb3f9724b123c1cb1ccb124e79f7ba,33,0,0,11,0,0,0,0,0
5166dd41c78eb03e896cc951f3a843ef,33,0,0,0,0,0,0,0,0
d42cce63d07af52e54b2dcfb72740990,0,33,0,0,27,0,0,0,0
7688d79270ed6085ef5a62694da7fd2e,0,33,0,0,0,0,0,0,0
b9f7431a8d6592e21e1c7bf2a21d3d70,0,33,0,0,0,0,0,0,0
05a9b990eb62b8806de887e97018bc6c,0,0,33,0,0,0,0,0,0
f25e74695d667e1c2d1c34904bcbfeae,0,0,33,0,0,0,0,0,0
db1ca0860f03e55bb0a39e07e7c01b09,0,0,33,0,0,0,0,0,0
5de347cb774f3d39864f462d8e9adf21,0,0,0,0,33,0,0,0,0
98d42b8a125619d3d6dace5645fc6a90,0,0,0,0,0,0,33,0,25
841ed883335b0b67b50088ee4ed386bd,32,0,0,0,0,0,0,0,0
64f0245b97a8f4824499db5dae25cbbf,0,32,0,0,0,0,0,0,0
79706c36edbe54dbf677cb65ca63ddb2,0,32,0,0,0,0,0,0,0
741572d978ee833bfc0943f0424352f2,0,0,32,0,0,0,0,0,0
0c60c665a19578af51dd71cdf30413b7,0,0,32,14,0,0,0,0,0
142f086788ed7b35071ae39795eb44bc,0,0,32,0,0,0,0,0,0
21d3cf15a48a132bcf9aefc215f698f0,0,0,0,0,0,0,0,0,32
e0507fe617261d062b7255be82c531d5,0,0,0,0,0,0,0,0,32
af1fe2d32e96fa97ff9b6448b45c3b15,0,0,7,0,0,0,0,0,32
eb4a811285604f1924ebf47335149c05,31,0,0,0,0,0,0,0,0
d4e2f73e0daa692508dbc646219584bc,31,0,0,0,0,0,0,0,0
5a862b69af3aee3a8571be89b8e8e277,0,31,0,0,0,0,0,0,0
f40ed2d7bb16b9913a1be2a9840c1044,0,0,31,0,0,0,0,0,0
ce35a065f660d76e826e9f09ced0b60e,0,0,0,0,31,0,0,0,0
77b03859d440504a7803077aab2ddbc5,0,0,0,0,0,0,31,0,0
657772ff34656b4a67ba6d9222d18b22,0,0,0,0,0,0,31,0,0
b6a52224dc37c466f6f91d15d3126aea,0,0,0,0,0,0,0,0,31
468577dd54429c9d813df329bdc26d23,0,0,30,0,0,0,0,0,0
a6ab6129e3cf2db1bc6723ba7e93b7c9,0,0,30,0,0,0,0,0,0
589c01ed6aa4002a04386c1f70625704,29,0,0,0,0,0,0,0,0
1ad01c950f08e1e054b8055ab5529176,0,29,0,0,0,0,0,0,0
625e4b5fd132534a7a05eea8ee334d2e,0,0,0,0,29,0,0,0,0
9fdd4508d925f69b305db45cf72e900e,0,0,0,0,0,0,0,0,29
e38cdcb3711d9a3a184483829d77cb56,0,0,0,0,0,0,0,0,29
3fed1b220a15ae5024e0b766c9228a30,0,28,0,0,0,0,0,0,0
b09de6382273e2817e5d137babe088c6,0,28,0,0,0,0,0,0,0
09ca4d1cdbcd2972fb472588e8307e14,0,28,0,0,0,0,0,0,0
332bb885ece23eeb50ae6ec6a9ec6043,0,28,0,0,0,0,0,0,0
ab4028b1e83103899493953950a8e949,0,28,0,0,0,0,0,0,0
07fe23ed117844aadf8f837b5f61edd7,0,0,28,0,0,0,0,0,0
73a191d7d97b53c26a8c02f8f36b54ff,0,0,28,0,0,0,0,0,0
94846e1c0e244a601a3779c2d73388c2,0,0,0,28,0,0,0,0,0
22a0387c162314f1ac44e53f247c69ef,0,0,0,0,28,0,0,0,0
590b13ee58991d6dab8eceb9278d0e1b,0,0,0,0,0,0,28,0,0
1fb3888514a8908be4ae354ce9b45821,0,0,0,0,0,0,0,28,0
c14fda3c1a98e0bf770c33f89f782670,0,27,0,0,13,0,0,0,0
951cd17e13fe4a93e180425bf08c1faf,0,27,0,0,0,0,0,0,0
0d2ad7bd0929ba58ae7e595417c2d45b,0,27,0,0,0,0,0,0,0
789f0b2246300ca01cc4985c73732c88,0,0,27,0,0,0,0,0,0
36b6285c1bebac0d1e8edc1bd0c4a02f,0,0,0,0,0,0,27,0,0
1b95e3ee635f770a864fffbf51a16c4f,0,0,0,0,0,0,0,0,27
f4fe9cdc112a7a9022315612be51c8ec,0,26,0,0,0,0,0,0,0
037fca6f67561d3ffc6157996b318612,0,10,14,12,16,0,0,0,0
517dbf3ddc65f78115b6106780c8622f,0,0,26,0,0,0,0,0,0
6a4990ffb36f30d3d8eacc33f4018264,0,0,0,26,0,0,12,0,0
4b51dfec7786e5da0860c25a3656b0ec,0,0,0,0,26,0,0,0,0
26b4847ae8baa644a7104212acbae349,0,0,0,0,0,0,0,0,26
11318e2132ab80da51d99a7d598431b8,0,25,15,0,0,0,0,0,0
b091740b0afc311f68ee56be302ec281,0,25,0,0,0,0,0,0,0
3b32de41bc4fa4237e2123000302a847,0,25,0,0,0,0,0,0,0
feffe5bb145a6ece71d139dd00d09b04,0,25,0,0,0,0,0,0,0
aa831caf16d782f39447bbb1dc8ba960,0,0,25,0,0,0,0,0,0
b870c44ba8e1472ad7acdc1f1eb89599,0,0,0,25,0,0,0,0,0
8276633e1894f069636e8e60e58dbda3,0,0,0,0,25,0,0,0,0
61cacb57d8c02bb5c23632df3c94829c,0,0,0,0,0,25,0,0,0
dec08bba09107ce830b3ed711beed1b5,0,0,0,0,0,0,0,0,25
4556040a660fd5fb0465bbfb7a050713,0,0,0,0,0,0,0,0,25
94fc230d94f40055ea5970e475110338,0,0,0,0,0,0,0,0,25
39bf2cb190cdac0076ae067531306e8c,0,0,0,0,0,0,0,0,25
0ee35070c09b6a5c0a4a6b89c19c5194,24,0,0,0,0,0,0,0,0
cee231ec7abf6d20c405268a881773d8,0,24,0,0,0,0,0,0,0
a725c549f490b876cf9d02a8041b14dc,0,24,0,0,0,0,0,0,0
2d42cc0c56eca8e3b6ad4a3c9184fa3b,0,0,24,0,0,0,0,0,0
f2c5fb4f8ce8f07c7290a0bf3595e6d9,19,0,24,0,0,0,0,0,0
077b810e4e445f1b8949f97acd701e3d,0,0,24,0,0,0,0,0,0
c54865ed6e92661e63480f260d637bbf,0,0,24,0,0,0,0,0,0
e16577664dc9f614c71176ad45028f77,0,0,24,0,0,0,0,0,0
a14070f29b5e385fd448d00ea18a8960,22,0,24,0,0,0,15,0,0
0782005f6c1100d9004d33e05a3652a8,0,0,0,24,0,0,0,0,0
067065d662fa3a619f0432eae5fef7b9,0,0,0,0,24,0,0,0,0
92044c1e0a889700dc676ad6e23c5ec3,0,0,0,0,0,0,24,0,0
8554c67240a787969829c50e2051fa68,0,0,0,0,0,0,24,0,0
