#otu,P1-1,P1-2,P1-3,P2-1,P2-2,P2-3,P3-1,P3-2,P3-3
d76e9a3a989fa811ab7ce8ab894ac0c5,0,0,0,0,0,0,24,0,0
d1697c56fd54b10c6f8aacf88e17af42,0,0,0,0,0,0,0,24,0
b96a0414f361fe77da283ac681690951,0,0,0,0,0,0,0,0,24
363835d56013d2ecc6dfabcdaf65f191,0,23,0,0,0,0,0,0,0
d1af29e7e5df9639b3c21cd4201309bf,0,23,0,0,0,0,0,0,0
8c641a0f7aa5593e88ff94d98f0e63e7,0,23,0,0,0,0,0,0,0
2124d9f10858ab28138945ae788950ea,0,0,23,0,0,0,0,0,0
f0fa1d28bc85730a27a5ab46dd1b8ecc,0,0,23,0,0,0,0,0,0
07c127f9b8177c30843a4ffda90b658e,0,0,23,0,0,0,0,0,0
b72a667512b8d93020e43841d0a4731a,0,0,23,0,0,0,0,0,0
683b2b769f94d3b29771bd5f239ac411,0,0,23,0,0,0,0,0,0
e52c7bff34764b8d130b398b42fb935a,0,0,0,23,0,0,0,0,0
6e9e8ecc30fd76a510ff8a0c79196850,0,0,0,0,23,0,0,0,0
e506cf7d38becaadb215ac21e20a7d18,0,0,0,0,23,0,0,0,0
edc339d108f2ebbab68922ede4bfc10c,0,0,0,0,23,0,0,0,0
7854680c0dc2845cdc7b9225e15df76f,0,0,0,0,23,0,0,0,0
c59cfea1bf4ecebd223a7c01428168da,0,0,0,0,0,0,23,0,0
2083848518e89d690bf57177ecf652e0,0,0,11,0,18,0,0,23,0
6d000ed705b274ad95c1ba72968a8a48,0,0,0,0,0,0,0,0,23
cbfcd3238fea35ef2ec62e39d19b7faa,22,0,0,0,0,0,0,0,0
1fb46b546ebb7a4e05107a2ca43793ed,0,0,22,0,0,0,0,0,0
ae1cbb12812985541a9deb9f020f3eea,0,0,0,0,0,0,22,0,0
cc8549bd4aedda0437015e6fd42b0e22,0,0,0,0,0,0,0,0,22
2851e3c5abc65451f07c37c204eddf90,0,0,0,0,0,0,0,0,22
bfb1dde08311629d595920ccf82825c3,0,21,0,0,0,0,0,0,0
1729a9dbb17df9324b1081187fb49ca8,0,21,0,0,0,0,0,0,0
9900e90ab9db55bf05155c4eb89e6931,0,0,21,0,0,0,0,0,0
d8befdbb449e2263a87d1956cf0ec00f,0,0,21,0,0,0,0,0,0
22dca4253e71e2b4940616c80a63ac02,0,0,0,21,0,0,0,0,0
68af643206890976ddfb6c71b89a49b7,0,0,0,21,0,0,0,0,0
1646a8b9328113baf49134c3aa367a7d,0,0,0,21,0,0,0,0,0
a0a7451319c1992b2e7994187f93a270,0,0,0,21,0,0,0,0,0
da7fe25bfa2462b7597fd905053c34c5,0,0,0,0,21,0,0,0,0
3369f2157e885e5e74cb2cca91e38f1b,0,0,0,0,0,0,21,0,0
434a2d07413b6c25cc4d7843af876f17,0,0,0,0,0,0,21,0,0
51aab11858a2465fad5eb3b161190838,0,0,0,0,0,0,21,0,0
2cbd6c219ebeaa7cc84eb740bf431b11,0,0,0,0,0,0,21,0,0
71a3916578d0f53094e6c09bf67df078,0,10,0,0,0,0,21,0,0
59d885a5837ea293610273317dab2295,0,0,8,0,0,0,21,0,0
7b15b6f0bf1b120b216cd750c35f1d2c,0,0,0,0,0,0,0,21,0
d401d794aa12b86ec7c090e79bbbda88,0,0,0,0,0,0,0,0,21
f3846e2f229ad2de73c1e498b6493926,0,20,0,0,0,0,0,0,0
a5bd66ac7bb1e6a0a3511462375f15e2,0,20,0,0,0,0,0,0,0
f2442a5f2683f85b0ecda8e51fb8a726,0,20,0,0,0,0,0,0,0
1d35b7c34454c5f3795309819792ae32,0,0,20,0,0,0,0,0,0
997366f0fe0fbbe53fb99f1eb184c7ee,0,0,20,0,0,0,0,0,0
db46f61cfd53941f619e7248a78fb97d,0,0,20,0,0,0,0,0,0
d91c3cec2e73df8474165cb00e7e58b0,0,0,20,0,0,0,0,0,0
2ca751eac837278685e46c6f4b8fed35,0,0,20,0,0,0,0,0,0
5aafdeb540e8b97a56ce70a4b9643f7e,0,0,0,0,20,0,0,0,0
72ee0ea5b352c90223135820c05044aa,0,0,0,0,20,0,0,0,0
40018080cbf8d9beaaf6cc1f8a3ea552,0,0,0,0,0,20,0,0,0
4bf37557b60700fd2632b4335fd4cd7a,0,0,0,0,0,0,20,0,0
938e162d8a0171d3a666883805891e21,0,0,0,0,0,0,0,20,0
20c5c4210e45559caaffbaea8b4fe2eb,0,0,0,0,0,0,0,0,20
7294ddb9232a3b0365bc1a76aba5a10a,0,0,0,0,0,0,0,0,20
f4d1245376f9217bbeed05295a04ec80,0,0,0,0,0,0,0,0,20
a13a7aa648376733210237a7889898fe,0,0,0,0,0,0,0,0,20
563c6cbd8b937b0bbac04c578f31d291,19,0,0,0,0,0,0,0,0
0858be39bf811ca1608f058d08fa08b3,0,19,0,0,0,0,0,0,0
4be5206854f40b3e4ddc27961594c680,0,19,0,0,0,0,0,0,0
dc480835d296fc8adde489f73130b214,0,19,0,0,0,0,0,0,0
5d0d656bee1377e58874ffe15c621cd4,0,0,19,0,0,0,0,0,0
a40646feeb5e64cccd407c1224fd6400,0,0,19,0,0,0,0,0,0
ab80840cc4e2b32c13efc5ae22809b6d,0,0,19,0,0,0,0,0,0
b4536b9ad112f2c53968d7056b3c703d,0,0,19,0,0,0,0,0,0
5829334be07c3b11c76bdb9b6e30eb1d,0,0,19,0,0,0,0,0,0
ddb33c43c3124e968e200db7bcc0c0c5,0,0,6,19,0,0,0,0,0
fd4edc3056a36f25a57cfa275e07f9f1,0,0,0,19,0,0,0,0,0
c8a0001de05d4ce8d7c7101297e123dc,0,0,0,0,19,0,0,0,0
a0777b56462b77a6a650a05771c90cd8,0,0,0,0,19,0,0,0,0
e2a25ea107fde19745f284309797daf1,0,0,0,0,19,0,0,0,0
c2f7f15cae2dcab58960901e905fbe98,0,0,0,0,0,0,0,19,0
17b4ca861d366b02c1d09530757ab825,0,18,0,0,0,0,0,0,0
8c1cfb7eb464b94d814b24a238ba9040,0,18,0,0,0,0,0,0,0
c43afeda3f9f032d39c0eba76bf4eaa5,0,18,0,0,0,0,0,0,0
dc5922d8e9717319b8bf3f59d069fe6d,0,18,0,0,0,0,0,0,0
9785b6894e6cfed502ffdc436ed613c5,0,0,18,0,0,0,0,0,0
468913317b9baa7060bccb315e1f020d,0,0,18,6,0,0,0,0,0
70c92270fa7222cdf24773cc1e7b1645,0,0,18,0,0,0,0,0,0
7c1960ccd9b55e63311097838aac7544,0,0,0,18,0,0,0,0,0
a0b27bf620bf72ace230cc68a57c4370,0,0,0,18,0,0,0,0,0
6d1df72cde0b446ea43a4721f4b734b9,0,0,0,0,18,0,0,0,0
d8a7f4beeae815476be65658b8d7d83d,0,0,0,0,0,18,0,0,0
43b837e854097a8bfb3112cbf2329b5e,0,0,0,0,0,0,18,0,0
a34132151b93d9de97c37cff906f068a,0,0,0,0,0,0,18,0,0
09daf57b1c19a3dd035e999bc2de641f,0,0,0,0,0,0,0,18,0
d94ceeef02fd7b54e6028837b4019a64,0,0,0,0,0,0,0,0,18
f0dd57ad6c71dca0a2da8c3e16f3dd46,0,0,0,0,0,0,0,0,18
83de1f4c877a8986d4f160a04cf91e69,0,0,0,0,0,0,0,0,18
a31748f7f32eca57080785c74c1d3bce,0,0,0,0,0,0,0,0,18
28142d33e90df95d799b37a15c78e2c2,0,0,0,0,0,0,0,0,18
5fc44e77264adedb9447b98f53c420cf,17,0,0,0,0,0,0,0,0
d0ae5f3ce3b9e8ca3e0e6eebf255946f,0,17,0,0,0,0,0,0,0
0f104b5eb81a8f772e03efdfa1ae1a44,0,17,0,0,0,0,0,0,0
d93385baedc97337066604b3e60db215,0,0,17,0,0,0,0,0,0
5bfeaddca999d8a5fdc97f201eb8185a,0,0,17,0,0,0,0,0,0
a5b9da2f592acbcda58863f81130694d,0,0,17,0,0,0,0,0,0
af1223ff3102b7814d8d3b2ce6e75e80,0,0,17,0,0,0,15,0,0
1af58488585b71b5efb0c981a362840b,0,0,17,0,0,0,0,0,0
760bf29ac48d67a692b824b4a5550d59,0,0,17,0,0,0,0,0,0
3e46308258369eacc74a208a57039044,0,0,17,0,0,0,0,0,0
301b96c322893b95c6103dc17d68ea8b,0,0,17,0,0,0,0,0,0
103fe55f4058cf0739a0c85c9e4b16f8,0,0,17,14,0,0,0,0,0
4825ad41fc4de44e593e00e6eca40c1e,0,0,17,0,0,0,0,0,0
f309eacbd3b7fbc2b86fdaeb913cf64b,0,0,17,0,0,0,0,0,0
d05feaf207f53b9c8c7f2ac0927df664,0,0,17,0,0,0,0,0,0
8695a8d399045f456d632f01b4586f68,0,0,17,0,0,0,0,0,0
9f6b040b77a6feb35780fa25862a0f19,0,0,0,17,0,0,0,0,0
5e047eca09faff6a02f0beb716d7e4de,0,0,0,17,0,0,0,0,0
fa431eb27edb63a376f4a4f53c5bfa18,0,0,0,0,0,17,0,0,0
cbd476c39337091b48d6921bdb13d651,0,0,0,0,0,0,17,0,0
6130354d8a3a4da17e268fb48eb87c9f,0,0,0,0,0,0,17,0,0
61562dbfbfb6bc8f804bb9c09ad9bc41,0,0,0,0,0,0,0,0,17
a2f3085f512a13e32506f8b449618f73,0,0,0,0,0,0,0,0,17
1e560a603ec73c71f7e28002df36a693,0,0,0,0,0,0,0,0,17
50a0ca8e9f4f20f3be1ead720aecf0a4,0,12,0,0,0,0,0,0,17
4e1a5edea821c04ec1d29c858ec7e524,16,0,0,0,0,0,0,0,0
2310af01dc5bc99499907524b3d33f02,0,16,0,0,0,0,0,0,0
0536acf1947ad6726b4dd9a2af116a66,0,16,0,0,0,0,0,0,0
13b384129b3a7253509d79461030f442,0,16,0,0,0,0,0,0,0
681f60fb532956bab9f28764917b62a6,0,16,0,0,0,0,0,0,0
98125bba7c1fae14ac3bfb7ea2397bd5,0,16,0,0,0,0,0,0,0
db0341e24245c9a1b24447fd36c0f003,0,16,0,0,0,0,0,0,0
967e8060c08263d04ac3fd9b161a2de1,0,0,16,0,0,0,0,0,0
3e674f377080c713dac267991b13cada,0,0,16,0,0,0,0,0,0
58ed19a6d7a7063934699d4af9fe9414,0,0,16,0,0,0,0,0,0
57793a6897940bfa4afe03004c4ce620,0,0,16,0,0,0,0,0,0
7c9e4ebf24fc437f2bdee14d1be20090,0,0,16,0,0,0,0,0,0
ac3ed1d20296aff9b55c672a78c72cf6,0,0,16,0,0,0,0,0,0
23527fa0d1f854527e1895fd37a10e30,0,0,0,16,0,0,0,0,0
c5c185ed5916645bc0f6f9dd0c966bd4,0,0,0,16,0,0,0,0,0
2389e9cb5124851bcfb61a0e23c32036,0,0,4,0,0,0,16,0,0
f9bef30018f9331877e4e89b32a8d157,0,0,0,0,0,0,16,0,0
550a50ecff6965346d93c8e71629a739,0,0,0,0,0,0,16,0,0
90af85e580895397a9397c38e1a6f687,15,0,0,0,0,0,0,0,0
c72109377ce6e725de36872079969a94,0,15,0,0,0,0,0,0,0
6ccedf6eef8837902351bf4c391e6d25,0,15,0,0,0,0,0,0,0
3ae88dd9bbb8d47b4e2657d74ec1e60f,0,15,0,0,0,0,0,0,0
08816b5525c1e05bfcd42158e20dae8b,0,0,15,0,0,0,0,0,0
79163244a90d552752360838014e32d0,0,0,15,0,0,0,0,0,0
78670eb995df81a1e9717e4bf21e7cdd,0,0,15,0,0,0,0,0,0
022740157443664ea6bac2d126c2263b,0,0,15,0,0,0,0,0,0
71fd63dc56742af58db64770fe7e851b,0,0,15,0,0,0,0,0,0
8fe05d546f655e2315890295e1ada7a9,0,0,15,0,0,0,0,0,0
e3e959448314af0973b93323546d81cf,0,0,15,0,0,0,0,0,0
d26671e8f871a9e3b5c1a5957629121a,0,0,0,15,0,0,0,0,0
c1485a3a8fd586eae9bc712a1719fcc3,0,0,0,15,0,0,0,0,0
acefa723259aba373a248d82908a61ce,0,0,0,0,15,0,0,0,0
c92df0d3d71b170efb29ad2c86a0a6e1,0,0,0,0,15,0,0,0,0
ef06fe214b5372abfda17d68543bff06,0,0,0,0,0,15,0,0,0
bb6baa859d2ecd64bc4e38581ae60efe,0,0,0,0,0,0,15,0,0
0352db4538f505ba7af7efcf3fd5a9a3,0,0,0,0,0,0,15,0,0
9d44acb75fe5c7eb099b869556629d26,0,0,0,0,0,0,0,15,0
829844e516c2a595b2376407e839a0a8,0,0,0,0,0,0,0,0,15
6ff4274a805b7bb1bbe6270783df3eb9,0,0,0,0,2,0,0,0,15
b0f78f27009330026d932f19a889e81f,14,0,0,0,0,0,0,0,0
2f24b38dae76e9292a56a5818c4f3118,14,0,0,0,0,0,0,0,0
36e11428846f764d9a8d11aa6e6a2165,14,0,0,0,0,0,0,0,0
7589e10edfa800ba2aa24f9a26a42eb2,0,14,0,0,0,0,0,0,0
b28b9ed467c81b91ae3bc2bf1c2ddce3,0,14,0,0,0,0,0,0,0
3759dbccd8fe0404c6d1570004f5a3c0,0,0,14,0,0,0,0,0,0
49f06b15b0730d3a2aad0b45dd100db4,0,0,14,0,0,0,0,0,0
6d669f207c232aecd516dd577a44297e,0,0,14,0,0,0,0,0,0
4ee6aeaacda5cfe0c78d941f151e2319,0,0,14,0,0,0,0,0,0
b358b191d9653dcfd0fe3c445f8506f5,0,0,14,0,0,0,0,0,0
31a94fc43f54730a8c572029cc38dafc,0,0,0,14,0,0,0,0,0
52f9c820f71a4982368c70bc4351be0f,0,0,0,14,0,0,0,0,0
a1c20c85f341da690e7d9046158dc474,0,0,0,0,14,0,0,0,0
5877747dbc9e22650bb9fac63f51e24b,0,0,0,0,14,0,0,0,0
5c6327e6a3167a05d4cd725f11788500,0,0,0,0,0,14,0,0,0
c7ba50994cfb3c0c27c020826df1d53d,0,0,0,0,0,0,14,0,0
72b42401df6f9b27b37bb7f3afdbe545,0,0,0,0,0,0,0,0,14
5091c5eddc948a59f9526a4067eaceff,0,0,0,0,0,0,0,0,14
e047d54d05f8fd1dafac0105f472b979,0,0,0,0,0,0,0,0,14
623be98af3f0b5aca6dd6e838f4c63e3,0,0,0,0,0,0,0,0,14
7062c2c5df4861a6a9cdb7f108264df7,13,0,0,0,0,0,0,0,0
1e1667df4e9ceea408103b43b3368562,0,13,0,0,0,0,0,0,0
760121968becbbfbfedbcfcba5733826,0,13,0,0,0,0,0,0,0
9e75bbb103ee3c18e3105278298ba67d,0,13,0,0,0,0,0,0,0
45486443a13fc5a2b295994a46dae742,0,13,0,0,0,0,0,0,0
8a5f7147b79ea669ef9db76b962cce03,0,13,0,0,0,0,0,0,0
f87df311963141d3761fb14c771b77cf,0,0,13,0,0,0,0,0,0
73c96ba295e5487dd408546a94e9bd10,0,0,13,0,0,0,0,0,0
d10e51ab23700cb268f6987290aff727,0,0,13,0,0,0,0,0,0
9bd74022721b496f6ddaac60f4facc4e,0,0,13,0,0,0,0,0,0
c8971d1155bad803e998bc66c434fbfd,0,0,13,0,0,0,0,0,0
e19a08b7bb1a8ef6f307bae246dc537c,0,0,13,0,0,0,0,0,0
33b9a199f4f18c8faca85e7a7eec20a9,0,0,13,0,0,0,0,0,0
71ba52eb7756ef3f5594840b30f739cd,0,0,0,13,0,0,0,0,0
5679e64a7421a1aef6885a1374686357,0,0,0,0,13,0,0,0,0
de5ea747cd9f49287cd026c2d6b6def4,0,0,0,0,13,0,0,0,0
28130ce3c2c40bebb6f9956018f5052a,0,0,0,0,0,0,13,0,0
5521e76fcc9493f24871101823070a10,0,0,0,0,0,0,0,13,0
7507b7f5152608e2220b6bdaf608167c,0,0,0,0,0,0,0,13,0
f843d6db1fe2b01e4a2f99a6d1cd7fbe,0,0,0,0,0,0,0,0,13
a7236b438b0985b85e9ed66eb8ec3a37,0,0,0,0,0,0,0,0,13
4c36bf16b215ac964bf360e58f476d91,0,12,0,0,0,0,0,0,0
99c404f64026ac3c18e8eb7c8f9fe72b,0,12,0,0,0,0,0,0,0
7e022263bb24c6e886fa18478b745c91,0,12,0,0,0,0,0,0,0
e500e18f298cb90d8f36714164cbf435,0,12,0,0,0,0,0,0,0
c45fb2e36c2d776a5b4780f556d07c26,0,12,0,0,0,0,0,0,0
ac81d4faacf04bd083823e08d71a87b7,0,12,0,0,0,0,0,0,0
afcfee59dd99bd708b85c5eba46e1208,0,0,12,0,0,0,0,0,0
db0e790994d621c837868036f3d035ad,0,0,12,0,0,0,0,0,0
07641c88475d4ace408736dd57dfbf92,0,0,12,0,0,0,0,0,0
275e334098cf7b6f2914023269eac63f,0,0,12,0,0,0,0,0,0
005db3db9fcf85462c6da7e47b202975,0,0,12,0,0,0,0,0,0
41bd61483dc6b59882fae1bd28c021bc,0,0,12,0,0,0,0,0,0
b2b5b58bda4c7bddfa49f05bbb349abd,0,0,0,12,0,0,0,0,0
47d60136b5ac003ead4dcda89992ceed,0,0,0,0,12,0,0,0,0
c053795039ca4bd92ff7224250c5be47,0,0,0,0,12,0,0,0,0
26ae4f08f3b2e7b3dc60e2d2007be8e4,0,0,0,0,0,12,0,0,0
cc2728f795ff92f106673c2e2c3e9c29,0,0,0,0,0,12,0,0,0
5e2377b2fd7faf6fcc472e2ea6be0cae,0,0,0,0,0,0,12,0,0
4706061e61f0ef3da4cc66498a315d3f,0,0,0,0,0,0,12,0,0
6269ca5598bb88919d7f8deeccb7494e,0,0,0,0,0,0,12,0,0
179a3dc438ccb0701849161d98145dfb,0,0,0,0,0,0,12,0,0
92c00ae57b7e343a7289cfcb9159851b,0,0,0,0,0,0,12,0,0
3b8e4484f221814ae9763d9fd2b75db5,0,0,0,0,0,0,0,12,0
c608e53de6c156f9b6468d67995c098e,0,0,0,0,0,0,0,0,12
3cf69425d6e2c1296e68bd925ea47512,0,0,0,0,0,0,0,0,12
ce443c61f5527fce2f175dafe91bc228,11,0,0,0,0,0,0,0,0
73375f3df3ee4310d72273cf929b113b,0,11,0,0,0,0,0,0,0
25504de4412c1892e40cec0a97171fc1,0,11,0,0,0,0,0,0,0
c351cfa3e42ad130fc6ff452f635b97d,0,0,11,0,0,0,0,0,0
f5cf57a1d0684d015376f2b6696f2616,0,0,11,0,0,0,0,0,0
31bcc9ea1ce960ee8b4b03529e76a015,0,0,11,0,0,0,0,0,0
d2a5576b15baf5316a13ec5ad8262c20,0,0,11,0,0,0,0,0,0
36ecd01eb4eb9ebb7a11ef2010a63a06,0,0,11,0,0,0,0,0,0
ad5e27044ce1ef6640bb40c3c36c0219,0,0,11,0,0,0,0,0,0
704943790059dacdfb28b1a5c0eda0b8,0,0,11,0,0,0,0,0,0
efdaf0b55d61f5dc1c19c9f8b20a61ce,0,0,0,11,0,0,0,0,0
976203166679c858cc7d9d60a45ef374,0,0,0,11,0,0,0,0,0
a83801b2932c84c8652f318e4762c4f8,0,0,0,0,11,0,0,0,0
68d1a44bbaa76b7b48294b59c1bce046,0,0,0,0,11,0,0,0,0
8819b51b52a710b53a451ea1e608ad63,0,0,0,0,11,0,0,0,0
d56b76c5bb6ddaedde79933c5230caea,0,0,0,0,11,0,0,0,0
f4ebfcbf20f089bf8585b7700232a075,0,0,0,0,0,0,11,0,0
4bdd8b23e0f2df684eba0fae2f6feb0e,0,0,0,0,0,0,11,0,0
026689a42ef3f2a1c0c3bf81fd833b9c,0,0,0,0,0,0,11,0,0
82bad4ed36282c4119385fa3787f3d7b,0,0,0,0,0,0,11,0,0
3f4fe4301b96a598fbfa63ca5d6f6a82,0,0,0,0,0,0,11,0,0
fb44cbe069487133a95a07e7bea5bf76,0,0,0,0,0,0,0,0,11
aab3b99b05d1f812368c9a83667f74f5,0,0,0,0,0,0,0,0,11
db26d3bb9414073c086b08b393ae5b6d,0,0,0,0,0,0,0,0,11
f16271f6d31ce31b631115a4190f549d,0,0,0,0,0,0,0,0,11
121595651c33159fca986a5f9d35066f,0,0,0,0,0,0,0,0,11
8a867f2ed1578e434d29d0b55078abfa,10,0,0,0,0,0,0,0,0
98fa77213ae9d75cfcb621dcca540068,0,10,0,0,0,0,0,0,0
4ba99d37e1cc54b7e38f941881ce57d8,0,10,0,0,0,0,0,0,0
23ac2b37cca365b32a6cfbcc3b7a7f4c,0,10,0,0,0,0,0,0,0
efcefeb04e8e14a1648de9953550bb12,0,10,0,0,0,0,0,0,0
dae161c7ea018851629ac16de78152f8,0,10,0,0,0,0,0,0,0
48bd795a6e5c45dc40602094903382a0,0,10,0,0,0,0,0,0,0
ced078bd87b0b1bcdd2bf5c45d37566b,0,10,0,0,0,0,0,0,0
fa5d14ba2444d3bc010ef4b66b7558e7,0,10,0,0,0,0,0,0,0
6d091fc22b899a97f4a9a38b61bf1ce6,0,0,10,0,0,0,0,0,0
a4613201004cde4beba39989492d01ff,0,0,10,0,0,0,0,0,0
c05af18bf1ed642c0aaf5a531df9a040,0,0,10,0,0,0,0,0,0
2617a855e8b8cc176940cfca1028efdf,0,0,10,0,0,0,0,0,0
cb947b15d2f397ef3fab1112bb59d641,0,0,10,0,0,0,0,0,0
57903430b1f91f31d2e373faa33114db,0,0,10,0,0,0,0,0,0
3cc0713b89f7e28f50ed80374fd86e77,0,0,10,0,0,0,0,0,0
7da145fc7c99406bb62d882a31cff6c5,0,0,10,0,0,0,0,0,0
764389b49e357965114044efc8cda258,0,0,10,0,0,0,0,0,0
dd67e68734f9ec78b7aa57c3a6715f4e,0,0,0,10,0,0,0,0,0
89822b4ebb3ebfb7f275920a24ee6d10,0,0,0,10,0,0,0,0,0
383a81ff12565e7ac2f87d1e8de64626,0,0,0,10,0,0,0,0,0
473ff6d98e7ed28784efa7b3aafd5320,7,0,0,10,0,0,0,0,0
acac45e35994d7de52d110e15a69aae7,0,0,0,0,10,0,0,0,0
2fad65296d37378e10d56adbeb652920,0,0,0,0,10,0,0,0,0
215a601e5b2f1c34be5652da84dcde18,0,0,0,0,0,0,10,0,0
13b73eaaee131684318ca5c936ede3a3,0,0,0,0,0,0,10,0,0
a9d46e25f7de27e75153c031fce3b4f6,0,0,0,0,0,0,0,0,10
b5e3ed8ececd435cf14f0ceb8e967b8a,0,9,0,0,0,0,0,0,0
72a3b3f20f809bfb6f5eca04f8df4944,0,9,0,0,0,0,0,0,0
4dcb112aa4124eebc4575224ce4b9970,0,9,0,0,0,0,0,0,0
bd5b501cd34e353bff9f418052849e13,0,0,9,0,0,0,0,0,0
db19cd58b11da6cb42857f3f3539ac28,0,0,9,0,0,0,0,0,0
d0d1d2da660adb0b5b92619868dc93b7,0,0,9,0,0,0,0,0,0
7fc55a433c2dd6cb38dac91b590edcb2,0,0,9,0,0,0,0,0,0
94fc8ebf085b2af6d6ad0cdb5194a89c,0,0,9,0,0,0,0,0,0
3ad422526709c27795390a31c67b8580,0,0,9,0,0,0,0,0,0
37ad6d96442947efba74fa7c7fc26743,0,0,0,9,0,0,9,0,0
63da7c2e34c3695ffabd6136449cfb09,0,0,0,9,0,0,0,0,0
e7f26cda3105f8669aefa82bdaf1b5cb,0,0,0,9,0,0,0,0,0
c4d78f62e6bd9c3b45166da8143b1fa2,0,0,0,0,9,0,0,0,0
e2ba2e41737734b2ea2d94b8f9f4b359,0,0,0,0,9,0,0,0,0
30c016f221f3e744c220cf51b493bc3d,0,0,0,0,9,0,0,0,0
ab64b486aa72079a3124859a2c65be1a,0,3,0,0,0,9,0,0,0
13438b4e362eee43d362d0dcdd703362,0,0,0,0,0,9,0,0,0
c22c7b0b805fa2d2986243e4d2699eae,0,0,0,0,0,0,9,0,0
e53658de4605b8b8582667a8754d0e5d,0,0,0,0,0,0,9,0,0
a40c7fbdb46f02c0cac4fc19f2ea0c8d,0,0,0,0,0,0,9,0,0
0ce6721f38110fb47d375aa2fc10cfc7,0,0,0,0,0,0,0,9,0
851da1c7c483d18f1bcf481f4172ac0c,0,0,0,0,0,0,0,9,0
e368a741f68c88e381df1f9d5b123afe,0,0,0,0,0,0,0,0,9
b1ec26d27105107b1ad1478cc847c4fe,0,0,0,0,0,0,0,0,9
a32ebc0296ee7f35313453eae3d68810,8,0,0,0,0,0,0,0,0
71a696acd97b1fcc55a451176055d841,8,0,0,0,0,0,0,0,0
736ff99b6296a28a4f3c7afe0ecb3179,8,0,0,0,0,0,0,0,0
330219837aa6ef503fa87f84c66a0f0e,0,8,0,0,0,0,0,0,0
23d869d7e0cb3e6ac40b01375ee99ae7,0,8,0,0,0,0,0,0,0
2f3afcc5c64ba3948a103ffa38e303ac,0,8,0,0,0,0,0,0,0
cb8264edd90639ef1b66a1f5134c84ae,0,8,0,0,0,0,0,0,0
0801234ee5c08da74929d55b4f0f67c5,0,8,0,0,0,0,0,0,0
78e65ef44d3950af6716c441a8cb5736,0,0,8,0,0,0,0,0,0
378c7d60af768ba8725c977b23db1b0b,0,0,8,0,0,0,0,0,0
650abb5f884914d01028b27ea159d9e6,0,0,8,0,0,0,0,0,0
2932766f6ec6345a8f8601f00b8bf714,0,0,8,0,0,0,0,0,0
e793d96765805889bc44bc71983857f3,0,0,8,0,0,0,0,0,0
07f8e64607f6d01b95bb8b20f7a998f5,0,0,0,8,0,0,0,0,0
e70d5107a1eaa0f8366ad9fe81171858,0,0,0,8,0,0,0,0,0
b02be635bbd582fbf8fce5aadacd733d,0,0,0,0,8,0,0,0,0
b522c3d496f425b4b90fd4e876873c10,0,0,0,0,8,0,0,0,0
6c82f44a80ecee99e80fe4fb5e1db9a7,0,0,0,0,8,0,0,0,0
c1db0b2506112001fbdbadecd4b85438,0,0,0,0,8,0,0,0,0
f2323e897c18e94ef4cc65a671885f9f,0,0,0,0,0,8,0,0,0
9ea733f2a8dc973663a3f953cab911b5,0,0,0,0,0,8,0,0,0
2f889a5b50dda3ab6ece87eb92b4470a,0,0,0,0,0,0,8,0,0
923d7e5197b705f356d62dd31554a89b,0,0,0,0,0,0,8,0,0
341c75ae17e6cf6bfa16bc9d30e31c95,0,0,0,0,0,0,8,0,0
32bd2675d563b00ed6fa454a4df6c4e7,0,0,0,0,0,0,8,0,0
7a2c63833b1e396f6ba3da7f63578e40,0,0,0,0,0,0,0,8,0
85461c7b4bbb152b4288c7c99ebe93de,0,0,0,0,0,0,0,0,8
64d6db86f6607c94d404b266c1629803,0,0,0,0,0,0,0,0,8
0bd3b3d786afa065dc110efc7a47f8e7,0,0,0,0,0,0,0,0,8
8928907f00e20e07a71b32bc89bde324,0,0,0,0,0,0,0,0,8
212c1ecbcd05d7f64f242205aa57d353,0,0,0,0,0,0,0,0,8
4ea07f4848d59eb0de2f21f96296308a,7,0,0,0,0,0,0,0,0
318af5fdee76265b1d4eaa04540b2a23,7,0,6,0,0,0,0,0,0
c0a1f4104bfd076185ba0396439a8d1e,0,7,0,0,0,0,0,0,0
cb35888a3916db51cfcb58569f94e4ba,0,7,0,0,0,0,0,0,0
e4294e0ba61f17304b18a3a841b89611,0,7,0,0,0,0,0,0,0
39d05106431a065127607d8f68d6e461,0,7,0,0,0,0,0,0,0
2313221b978610bda2b3e3cb918013c8,0,7,0,0,0,0,0,0,0
670844fb44c27e3054e60a02665fec7e,0,7,0,0,0,0,0,0,0
94e9da4f98166ade5957f3d2b20967f6,0,7,0,0,0,0,0,0,0
9028fda9a34e4665d34d20195a552814,0,7,0,0,0,0,0,0,0
29eb4715cec01483ab5fa60f77855ff5,0,7,0,0,0,0,0,0,0
fa87e5ae5a006c8e74f019a1262373d6,0,7,0,0,0,0,0,0,0
d82346f0f43beb755e8334af773356b1,0,0,7,0,0,0,0,0,0
4401f2eebcc6db055290f5ec0a822b1b,0,0,7,0,0,0,4,0,0
bdbec2592c3a6bf3f2ba67bc72296418,0,0,7,0,0,0,0,0,0
ddbe8d842a86dfe912ef06bb7eb30a72,0,0,7,0,0,0,0,0,0
73c503fe677277b117c22abcdcc9a216,0,0,7,0,0,0,0,0,0
86f65bd57a191da6ba01d8f8e4b66f56,0,0,7,0,0,0,0,0,0
db727e40654d6418891fac4048b46ccf,0,0,7,0,0,0,0,0,0
